organisation_name,town_city,county,type_rating,route,company_website
COMPUTER DATA SHRED LTD,Leicester,,Worker (A rating),Skilled Worker,https://computeritdisposals.co.uk
Computer Says Maybe Ltd,London,,Worker (A rating),Skilled Worker,
Computer Specialist LTD,Birmingham,,Worker (A rating),Skilled Worker,https://www.computerspecialistuk.co.uk
Connect Software Solutions Limited,"Nelson, Lancashire",,Worker (A rating),Skilled Worker,https://connect-software.solutions
Computer Task Group (UK) LTD,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Computer Task Group (UK) LTD,Reading,Berkshire,Worker (A rating),Skilled Worker,https://taskgroup.co.uk
COMTEK NETWORK SYSTEMS (UK)LTD,DEESIDE,FLINTSHIRE,Worker (A rating),Skilled Worker,https://comtek.co.uk
Computing Distribution Group Ltd,Sunningdale,Berkshire,Worker (A rating),Skilled Worker,
Conduct AI Ltd,London,,Worker (A rating),Skilled Worker,
Conway Marsh Garrett Technologies Limited,Rendlesham,Suffolk,Worker (A rating),Skilled Worker,https://cmgtechnologies.co.uk
COPA-DATA UK LIMITED,Bristol,,Worker (A rating),Skilled Worker,https://www.copadata.com
Credo Technology Services UK Ltd,Leeds,,Worker (A rating),Skilled Worker,https://credots.uk
Contained Technologies UK Ltd,Spalding,Lincolnshire,Worker (A rating),Skilled Worker,
Container Solutions Software Ltd,London,,Worker (A rating),Skilled Worker,
CONTRACTPOD TECHNOLOGIES LIMITED,LONDON,,Worker (A rating),Skilled Worker,https://www.findglocal.com
Conway Marsh Garrett Technologies Limited CMG Technologies,Rendlesham,,Worker (A rating),Skilled Worker,https://cmgtechnologies.co.uk
Data Market Information Technology Ltd,London,,Worker (A rating),Skilled Worker,https://www.ukcompanydir.com
Cubewise Software Ltd,Edgware,,Worker (A rating),Skilled Worker,
Cyber Security Hub Ltd,London,,Worker (A rating),Skilled Worker,
Data Interconnect Ltd,Watchfield,Oxon,Worker (A rating),Skilled Worker,
Ethnic Technologies (London) Limited,London,,Worker (A rating),Skilled Worker,
Data Physics (UK) Ltd,Hailsham,,Worker (A rating),Skilled Worker,https://dataphysics.com
Fusionride Technology (UK) Limited,London,,Worker (A rating),Skilled Worker,
Future Technology Group Ltd,Chatteris,Cambridgeshire,Worker (A rating),Skilled Worker,https://futuretech.cloud
FX Digital Ltd,London,,Worker (A rating),Skilled Worker,https://fxdigital.uk
FYRE DIGITAL LTD T/A YUZE,Darlington,Durham,Worker (A rating),Skilled Worker,
Gamma Telecom Holdings Limited,London,,Worker (A rating),Skilled Worker,https://gammagroup.co
Gateway Digital UK Limited,Hook,United Kingdom,Worker (A rating),Skilled Worker,https://www.thegatewaydigital.com
Gateview Technologies Limiited,Leeds,,Worker (A rating),Skilled Worker,https://gateview.com
Gateway Digital UK Limited,Hook,United Kingdom,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GBTEC Software UK Ltd,London,,Worker (A rating),Skilled Worker,
GB Infotech Retail Ventures Limited,"Nottingham,",,Worker (A rating),Skilled Worker,
GfK Retail and Technology UK Limited,London,,Worker (A rating),Skilled Worker,https://www.dnb.com
Giacom (Cloud) Limited,Hull,,Worker (A rating),Skilled Worker,https://giacom.com
GDK Software Ltd,Orpington,,Worker (A rating),Skilled Worker,https://gdksoftware.com
Genuine Technologies Ltd t/a TruthEngine,Esher,,Worker (A rating),Skilled Worker,https://truthengine.com
Genius Software Solutions Limited,Glasgow,,Worker (A rating),Skilled Worker,
Ginger Digital Ltd,Hungerford,,Worker (A rating),Skilled Worker,https://ginger-digital.co.uk
Ginza Technologies Ltd,Solihull,West Midlands,Worker (A rating),Skilled Worker,https://www.ginzatech.co.uk
Geordie AI Ltd,London,London,Worker (A rating),Skilled Worker,
Girling & Company Software Limited,Bury St Edmunds,Suffolk,Worker (A rating),Skilled Worker,https://efinder.uk
Glo-Networks Limited,Bridgend,,Worker (A rating),Skilled Worker,https://www.gloworld.com
Global Change Data Lab,Oxford,,Worker (A rating),Skilled Worker,https://global-change-data-lab.org
Global Legal Action Network,London,,Worker (A rating),Skilled Worker,https://glanlaw.org
GfK Retail and Technology UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GIFT SUPPORT NETWORK,"LONDON,",Lambeth,Temporary Worker (A rating),Charity Worker,
Global Technology Ltd,Warrington,Cheshire,Worker (A rating),Skilled Worker,https://www.globaltechnologiesltd.info
Global Digital Systems Limited,Hook,Hampshire,Worker (A rating),Skilled Worker,
Global Network of Sex Work Projects Limited (NSWP),Edinburgh,,Worker (A rating),Skilled Worker,
GLOBAL NANO NETWORK LIMITED,Coventry,West Midlands,Worker (A rating),Skilled Worker,
Global Reach Technology EMEA Ltd,London,,Worker (A rating),Skilled Worker,
Godel Technologies Europe Ltd,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,https://www.godeltech.com
Global Partners Digital,London,,Worker (A rating),Skilled Worker,
Goodfire AI UK Limited,London,,Worker (A rating),Skilled Worker,https://www.goodfire.ai
GOODS & SERVICES TECHNOLOGY LIMITED,LONDON,,Worker (A rating),Skilled Worker,https://www.goodsandservices.com
GOT Technologies (UK) Ltd,London,,Worker (A rating),Skilled Worker,https://www.ukcompanydir.com
Global Telecom Networks Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,
Glyphic AI Limited,Sevenoaks,Kent,Worker (A rating),Skilled Worker,
Godel Technologies Europe Ltd,Manchester,Greater Manchester,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Goldtakas Technologies Limited,London,,Worker (A rating),Skilled Worker,https://goldtakastechnologies.co.uk
GR Digital Ltd T/A Zygo Media,Swansea,,Worker (A rating),Skilled Worker,https://visasponsorshipuk.com
Gooding & Co Ltd t/a Data Privacy Advisory Service,Exeter,,Worker (A rating),Skilled Worker,https://www.goodingandco.uk
Graphite Digital Ltd,Brighton,East Sussex,Worker (A rating),Skilled Worker,https://www.graphitedigital.com
Grasp Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.grasptech.com
GoTo Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
GoTo Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GPC Computer Software Ltd,Manchester,,Worker (A rating),Skilled Worker,https://www.gpcsl.com
GREEN CODE TECHNOLOGIES LIMITED,ENGLAND,UNITED KINGDOM,Worker (UK Expansion Worker: Provisional ),Global Business Mobility: UK Expansion Worker,
Gravity Data Ltd,London,,Worker (A rating),Skilled Worker,
Green Soft Technologies LTD,London,,Worker (A rating),Skilled Worker,http://greensofttechnologies.co.uk
Ground Control Technologies UK Ltd,Churcham,Gloucestershire,Worker (A rating),Skilled Worker,https://www.ground-control.co.uk
Greenback Recycling Technologies,London,,Worker (A rating),Skilled Worker,https://www.greenback.earth
Greenstar Technology Limited,Harrow,,Worker (A rating),Skilled Worker,
Gresham Technologies plc,Southampton,Hampshire,Worker (A rating),Skilled Worker,
Grey Technology Limited (Gtech),Worcester,,Worker (A rating),Skilled Worker,https://www.gtech.co.uk
GreyMatters Technologies LTD,Bristol,,Worker (A rating),Skilled Worker,
Hammertech Software UK Ltd,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,https://www.hammertech.com
Grunt Software Ltd,Norwich,,Worker (A rating),Skilled Worker,
GS INNOVATIVE TECHNOLOGY LTD,Dagenham,,Worker (A rating),Skilled Worker,https://gstechnology.co.uk
GSR Technology Europe Ltd.,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
Gyro Technologies Ltd,Tewkesbury,Gloucestershire,Worker (A rating),Skilled Worker,
Hard Drive Technology Limited,Atherstone,,Worker (A rating),Skilled Worker,https://www.westerndigital.com
Haefele Software Limited,London,,Worker (A rating),Skilled Worker,
Harlequin Software Ltd,Marlborough,Wiltshire,Worker (A rating),Skilled Worker,https://harlequinsoftware.co.uk
HAMPTON DATA SERVICES LTD,CHESSINGTON,SURREY,Worker (A rating),Skilled Worker,https://www.hamptondata.com
Heating & Oven Technology Limited,Isleworth,Middlesex,Worker (A rating),Skilled Worker,https://www.heating-and-oven-technology.co.uk
Handle Technologies Ltd,London,London,Worker (A rating),Skilled Worker,https://www.handle.com
HANOTO TECHNOLOGY LTD,Barcombe,,Worker (A rating),Skilled Worker,https://hanototechnology.com
Harasoft Technologies Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,https://harasoft.co.uk
Harvest Digital Ltd,London,,Worker (A rating),Skilled Worker,
Haulmont Technology Limited,London,,Worker (A rating),Skilled Worker,
Higher Concept Software Limited,Reading,,Worker (A rating),Skilled Worker,http://www.higherconceptsoftware.co.uk
HI-TECH TECHNOLOGIES LTD,Worcester,,Worker (A rating),Skilled Worker,https://www.hitechltd.com
Hello AI Limited,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
HiETA Technologies Limited,Bristol,,Worker (A rating),Skilled Worker,https://www.raceenginetechnology.com
High Digital Limited,London,,Worker (A rating),Skilled Worker,https://www.highdigital.co.uk
Holistic AI,London,,Worker (A rating),Skilled Worker,https://www.holisticai.com
Higher Concept Software Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,http://www.higherconceptsoftware.co.uk
Highlander Computing Solutions Ltd,Sheffield,,Worker (A rating),Skilled Worker,https://connectyorkshire.org
HII-TECH-TECHNOLOGIES LTD,Worcester,,Worker (A rating),Skilled Worker,https://hii3.co.uk
Hightest Technology Limited,Hampton,,Worker (A rating),Skilled Worker,
Hillside (Technology) Limited,Stoke-On-Trent,,Worker (A rating),Skilled Worker,https://www.dnb.com
Hopscotch Network UK,London,,Worker (A rating),Skilled Worker,https://hopscotch.one
HT Digital Services Ltd,London,,Worker (A rating),Skilled Worker,https://www.ht.digital
Homelink Technologies,Bristol,Stoke Gifford,Worker (A rating),Skilled Worker,
HOOFPRINTS TECHNOLOGIES LTD T/A CHETTINAD MESS,Stirling,,Worker (A rating),Skilled Worker,
Hoopla Digital Ltd,London,London,Worker (A rating),Skilled Worker,
Hopscotch Network UK,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://hopscotch.one
HT Digital Ltd,London,,Worker (A rating),Skilled Worker,https://www.ht.digital
Human Digital Twin Limited,London,,Worker (A rating),Skilled Worker,https://human-digital.com
HT SOFTWARE UK LTD,Chadwell Heath,,Worker (A rating),Skilled Worker,
Hutchison Technologies Limited,Dundee,,Worker (A rating),Skilled Worker,
I-Net Software Solutions,Hounslow,,Worker (A rating),Skilled Worker,https://www.inetsoftwaresolutions.co.uk
IBRAHIM & RAYAN TECHNOLOGIES LTD,Didcot,Oxfordshire,Worker (A rating),Skilled Worker,https://www.gbrbusiness.com
HYDAC TECHNOLOGY LIMITED,Witney,Oxfordshire,Worker (A rating),Skilled Worker,
Hydropath Technology Ltd,Nottingham,,Worker (A rating),Skilled Worker,
Hyran Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,https://hyran.co
Idox Software Ltd.,Woking,Surrey,Worker (A rating),Skilled Worker,https://www.idoxgroup.com
I-Net Software Solutions,Hounslow,,Worker (A rating),Scale-up,https://www.inetsoftwaresolutions.co.uk
IDS TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,https://www.idstech.uk
Iceotope Technologies Limited,Catcliffe,Sheffield,Worker (A rating),Skilled Worker,
iConnect Digital Solutions Ltd,Northfleet,,Worker (A rating),Skilled Worker,
Icore Digital Ltd,Silsoe,Bedford,Worker (A rating),Skilled Worker,https://icore.digital
IDEAL COMPUTING.CO.UK LIMITED,EDINBURGH,,Worker (A rating),Skilled Worker,
Ilika Technologies Ltd,Romsey,,Worker (A rating),Skilled Worker,https://www.ilika.com
IDX Technology Europe Ltd,Slough,Berkshire,Worker (A rating),Skilled Worker,https://idx-europe.co.uk
IMMERSIVE CLOUD SOLUTIONS GROUP LIMITED,Windsor,Berkshire,Worker (A rating),Skilled Worker,https://immersiveai.co.uk
Iglu Network Ltd,London,,Worker (A rating),Skilled Worker,
IGNITE TECHNOLOGIES INTERNATIONAL LIMITED,London,,Worker (A rating),Skilled Worker,
Ignitho Technologies UK Ltd,Falmer,,Worker (A rating),Skilled Worker,https://www.ignitho.com
"Imagine Software (UK), Ltd.",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
"Imagine Software (UK), Ltd.",London,,Worker (A rating),Skilled Worker,
Imply Data UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://imply.io
Improvability AI,London,,Worker (A rating),Skilled Worker,https://improvability.ai
Impact Cubed Data Analytics Limited,London,,Worker (A rating),Skilled Worker,
In Digital Ltd,London,,Worker (A rating),Skilled Worker,https://indigital.marketing
Impala Travel Technology Ltd,London,,Worker (A rating),Skilled Worker,
IMPERIAL WORLD TECHNOLOGIES LTD T/A PHOTOPLACE,PINNER,,Worker (A rating),Skilled Worker,
Incredible Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.getincredible.com
Imply Data UK Limited,London,,Worker (A rating),Skilled Worker,
IMPRESSION DIGITAL LIMITED,NOTTINGHAM,,Worker (A rating),Skilled Worker,
In Digital Marketing Limited,London,,Worker (A rating),Skilled Worker,https://indigital.marketing
Incode Technology UK Limited,Nottingham,,Worker (A rating),Skilled Worker,
INCTURE TECHNOLOGY LIMITED,Harrow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://incture.com
Independent Technology Systems Limited,Bristol,,Worker (A rating),Skilled Worker,https://independent-systems.com
INCTURE TECHNOLOGY LIMITED,Harrow,,Worker (A rating),Skilled Worker,https://incture.com
Independent Digital News and Media Limited,London,,Worker (A rating),Skilled Worker,https://www.independent.co.uk
Indigo Software Ltd,Durham City,County Durham,Worker (A rating),Skilled Worker,https://indigo.co.uk
Indus Health Network UK,London,,Worker (A rating),Skilled Worker,https://indushospital.org.uk
Industrial Technology Systems,Middlesbrough,Teesside,Worker (A rating),Skilled Worker,https://www.its-ltd.co.uk
Inetum Digital Services UK Limited,London,,Worker (A rating),Skilled Worker,https://www.inetum.com
INFINITE CARE NETWORK LTD,"Hersham,",Surrey,Worker (A rating),Skilled Worker,https://infinitecarenetwork.co.uk
Independent Technology Systems Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://independent-systems.com
INFINITE COMPUTER SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker,https://www.infinite.com
Indigo Telecom Group Limited,Magor,Monmouthshire,Worker (A rating),Skilled Worker,https://www.indigotg.com
INDRA RENEWABLE TECHNOLOGIES LIMITED,Worcestershire,,Worker (A rating),Skilled Worker,
Infineon Technologies UK Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Infineon Technologies UK Limited,Bristol,,Worker (A rating),Skilled Worker,https://www.infineon.com
Infoplus Technologies UK Limited,London,,Worker (A rating),Skilled Worker,http://www.infoplusltd.co.uk
INFINITE SOFTWARE SOLUTIONS LTD,Preston,,Worker (A rating),Skilled Worker,https://infinite.software
Infinity Technology Solutions,Tunbridge Wells,,Worker (A rating),Skilled Worker,
Influence Digital Limited,London,,Worker (A rating),Skilled Worker,
Influential Software Services Ltd,Maidstone,Kent,Worker (A rating),Skilled Worker,
Infoplus Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,http://www.infoplusltd.co.uk
Infopro Digital Services Ltd,London,,Worker (A rating),Skilled Worker,
Informatica Software Ltd,Maidenhead,Berks,Worker (A rating),Skilled Worker,
Informatica Software Ltd,Maidenhead,Berks,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Infrasoft Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.infrasoft.uk
Information Technologies Limited,Hitchin,,Worker (A rating),Skilled Worker,
INFOSEC CYBER SECURITY LTD,LONDON,,Worker (A rating),Skilled Worker,
Ink Digital Ltd,Brentwood,Essex,Worker (A rating),Skilled Worker,https://ink-digital.co.uk
INFOTECH SYSTEM SOLUTIONS LIMITED,Northolt,London,Worker (A rating),Skilled Worker,
INFOTECH WEB TECHNOLOGIES LIMITED,Tyne & Wear,England,Worker (A rating),Skilled Worker,
Infrasoft Technologies Limited,London,,Worker (A rating),Skilled Worker,https://www.infrasoft.uk
Ingenuity Digital Limited,Leeds,,Worker (A rating),Skilled Worker,https://ingenuitylondon.com
InHaus.ai Limited,London,,Worker (A rating),Skilled Worker,
Innovate Automotive Network Limited,Preston,Lancashire,Worker (A rating),Skilled Worker,https://www.innovation-automotive.co.uk
INK NETWORKS LIMITED,Farnham,,Worker (A rating),Skilled Worker,
Innatus Digital,Taunton,Somerset,Worker (A rating),Skilled Worker,
INNOTECH DIGITAL & DISPLAY LTD,"Bardon,",Leics,Worker (A rating),Skilled Worker,
