organisation_name,town_city,county,type_rating,route,careers_website
Texuna Technologies Limited,Putney,London,Worker (A rating),Skilled Worker,
Texuna Technologies Limited,Isleworth,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Texuna Technologies Limited,Isleworth,London,Worker (A rating),Skilled Worker,
Thames Network Ltd T/A AB STATION,London,,Worker (A rating),Skilled Worker,
Thames Technology,Bracknell,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Thames Technology,Bracknell,,Worker (A rating),Skilled Worker,
The Active Network (EU) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
The Active Network (EU) Limited,London,,Worker (A rating),Skilled Worker,
THE AI CORPORATION LIMITED,Woking,,Worker (A rating),Skilled Worker,
The Area Technology Ltd,London,,Worker (A rating),Skilled Worker,
The Association for Renewable Energy and Clean Technology,London,,Worker (A rating),Skilled Worker,
The Baobab Network Ltd,London,,Worker (A rating),Skilled Worker,
The Blockhouse Technology Limited,Oxford,,Worker (A rating),Skilled Worker,
The Braccan Health Network,Bracknell,,Worker (A rating),Skilled Worker,
The Breathe Network Ltd,Leeds,Yorkshire,Worker (A rating),Skilled Worker,
The Center for Countering Digital Hate,London,,Worker (A rating),Skilled Worker,
The Center for Countering Digital Hate,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
The Coalition for a Digital Economy (Coadec) Ltd t/a The Startup Coalition,London,,Worker (A rating),Skilled Worker,
The Contemplative Consciousness Network,London,,Worker (A rating),Skilled Worker,
The Currency Cloud Services Limited,London,,Worker (A rating),Skilled Worker,
The Currency Cloud Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
The data analysis bureau Ltd,London,,Worker (A rating),Skilled Worker,
The Data Business Ltd,Canterbury,Kent,Worker (A rating),Skilled Worker,
The Data Capital Group,Stockport,,Worker (A rating),Skilled Worker,
The Data Company Group Limited,Birmingham,,Worker (A rating),Skilled Worker,
THE DESI CO. GROUP LTD T/As 9x9 DIGITAL,London,,Worker (A rating),Skilled Worker,
The Digital Accessibility Centre limited,Llandarcy,Neath port Talbot,Worker (A rating),Skilled Worker,
The Digital Bench Ltd,Hove,,Worker (A rating),Skilled Worker,
The Digital Fairy Ltd,London,,Worker (A rating),Skilled Worker,
THE DIGITAL LIGHTHOUSE,NEWCASTLE UPON TYNE,,Worker (A rating),Skilled Worker,
THE DIGITAL ORGANISATION LTD,WEST YORKSHIRE,,Worker (A rating),Skilled Worker,
The Digital Tide Ltd,London,,Worker (A rating),Skilled Worker,
The Electric Vehicle Network Ltd,Lutterworth,Leicestershire,Worker (A rating),Skilled Worker,
The Elfin Network LLP,London,,Temporary Worker (A rating),Creative Worker,
The Entrepreneurs Network (TEN) Ltd,London,,Worker (A rating),Skilled Worker,
The Global Strategy Network Ltd,London,,Worker (A rating),Skilled Worker,
THE GRIFFITHS NETWORK LTD,EDINBURGH,,Worker (A rating),Skilled Worker,
The Institution of Engineering and Technology,Stevenage,Hertfordshire,Worker (A rating),Skilled Worker,
The Mandy Network,High Wycombe,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
The Mandy Network,High Wycombe,,Worker (A rating),Skilled Worker,
The Mandy Network Ltd,London,,Worker (A rating),Skilled Worker,
The Manufacturing Technology Centre Services Ltd,Warwickshire,,Worker (A rating),Skilled Worker,
The Open Data Institute,London,,Worker (A rating),Skilled Worker,
THE OUTLOOK UK TECHNOLOGY LIMITED,Pinner,Middlesex,Worker (A rating),Skilled Worker,
The Social Good Network Ltd,Ventnor,Isle of Wight,Worker (A rating),Skilled Worker,
The Technology Business Ltd,Trafford Park,Greater Manchester,Worker (A rating),Skilled Worker,
The Workshop Technologies Ltd,London,,Worker (A rating),Skilled Worker,
THEMA AI LIMITED,Worthing,West Sussex,Worker (A rating),Skilled Worker,
Themis Technologies Ltd,Harrow,,Worker (A rating),Skilled Worker,
Theo Technologies LTD,Colne,Lancashire,Worker (A rating),Skilled Worker,
Think Cyber Security Ltd,London,,Worker (A rating),Skilled Worker,
Think Digital Group Ltd,London,,Worker (A rating),Skilled Worker,
Think Digital Group Ltd,London,,Temporary Worker (A rating),Creative Worker,
THINKWISE SOFTWARE LTD,WATFORD,,Worker (A rating),Skilled Worker,
Third Dimension AI Limited,Altrincham,,Worker (A rating),Skilled Worker,
Third Financial Software Limited,London,Greater London,Worker (A rating),Skilled Worker,
Thomas Murray Network Management Limited,London,,Worker (A rating),Skilled Worker,
ThoughtClan Technologies (UK) LTD,Evesham,Worcestershire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ThoughtClan Technologies (UK) LTD,Evesham,Worcestershire,Worker (A rating),Skilled Worker,
Thoughtful Consultancy limited t/a Roundhay Digital,Hove,,Worker (A rating),Skilled Worker,
Threadneedle Software Ltd,London,,Worker (A rating),Skilled Worker,
Thrive Technology Group Limited,Portsmouth,Hampshire,Worker (A rating),Skilled Worker,
THRIVE TECHNOLOGY LTD,London,England,Worker (A rating),Skilled Worker,
Thrive Therapeutic Software Limited,Stratford Upon Avon,Warwickshire,Worker (A rating),Skilled Worker,
Thulshan Software Solutions,Newark,,Worker (A rating),Skilled Worker,
Thyson Technology Ltd,Ellesmere Port,Cheshire,Worker (A rating),Skilled Worker,
"TIANAN TECHNOLOGY UK CO., LTD",Brighton,,Worker (A rating),Skilled Worker,
Tiberone Technologies Limited,Hatfield,,Worker (A rating),Skilled Worker,
Ticon UK Limited t/a Spend Network,Bognor Regis,West Sussex,Worker (A rating),Skilled Worker,
TIDY NETWORK LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Tiedot Digital Ltd,Belfast,Antrim,Worker (A rating),Skilled Worker,
TIGERSI TECHNOLOGIES LTD.,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
TikTok Information Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
TikTok Information Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tilt Technologies Limited,London,NV - Nevada,Worker (A rating),Skilled Worker,
Time and Data Systems International Ltd,Poole,Dorset,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Time and Data Systems International Ltd,Poole,Dorset,Worker (A rating),Skilled Worker,
Titan Data Solutions,London,,Worker (A rating),Skilled Worker,
Titian Software Ltd,LONDON,,Worker (A rating),Skilled Worker,
Tlogy Infotech Limited,Harrow,,Worker (A rating),Skilled Worker,
TNG Technology Consulting UK Ltd.,Oxford,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TNG Technology Consulting UK Ltd.,Oxford,,Worker (A rating),Skilled Worker,
Toggle Software Services UK Ltd.,London,,Worker (A rating),Skilled Worker,
Toggle Software Services UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TOKYO TECHNOLOGY LIMITED,Cheshire,,Worker (A rating),Skilled Worker,
Tomoro AI LTD,LONDON,,Worker (A rating),Skilled Worker,
TomTom Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TomTom Software Limited,London,,Worker (A rating),Skilled Worker,
Top Cloud Logistics Ltd,Birmingham,,Worker (A rating),Skilled Worker,
TOP SUN TECHNOLOGY DEVELOPMENT LIMITED,Cramlington,,Worker (A rating),Skilled Worker,
Topa Technologies (UK) Limited,Bridgewater,,Worker (A rating),Skilled Worker,
Toppan Digital Language Ltd,London,,Worker (A rating),Skilled Worker,
Total Computer Networks Ltd,Kettering,Northamptonshire,Worker (A rating),Skilled Worker,
Total IT Technology Solutions Ltd,Kempston,Bedfordshire,Worker (A rating),Skilled Worker,
Total Network Solutions (Europe) Limited,Crewe,,Worker (A rating),Skilled Worker,
Total Performance Data Limited,London,,Worker (A rating),Skilled Worker,
TOTAL SOLUTIONS TECHNOLOGY LTD,Letchworth Garden City,Hertfordshire,Worker (A rating),Skilled Worker,
Touchstar Technologies Limited,Manchester,,Worker (A rating),Skilled Worker,
Tovie AI Limited,London,,Worker (A rating),Skilled Worker,
TP Technologies Ltd,Bexleyheath,,Worker (A rating),Skilled Worker,
TRACE Wildlife Forensics Network Limited,London,,Worker (A rating),Skilled Worker,
Tradebyte Software Limited,Cheltenham,Gloucestershire,Worker (A rating),Skilled Worker,
Traders Digital Marketing Ltd,Croydon,,Worker (A rating),Skilled Worker,
Tradeshift Network Limited,London,Greater London,Worker (A rating),Skilled Worker,
Tradeshift Network Limited,London,Greater London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Trading Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Trading Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
Traffic Technology Ltd,Silverstone,,Worker (A rating),Skilled Worker,
Transact Technology Solutions Ltd,St Albans,,Worker (A rating),Skilled Worker,
Transaction Network Service UK Limited,Sheffield,,Worker (A rating),Skilled Worker,
Transaction Network Service UK Limited,Sheffield,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Transense Technologies plc,Bicester,,Worker (A rating),Skilled Worker,
Transforming Training with Technology Limited,Hurn,Dorset,Worker (A rating),Skilled Worker,
Transvault Software Limited,Bristol,Congresbury,Worker (A rating),Skilled Worker,
Transwap Technologies (UK) Limited,Edinburgh,,Worker (A rating),Skilled Worker,
Travel Technology Systems Ltd,Preston,Lancashire,Worker (A rating),Skilled Worker,
Treasure Data (UK) Limited,London,,Worker (A rating),Skilled Worker,
Treasure Data (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Treehouse Digital Limited,Bournemouth,Dorset,Worker (A rating),Skilled Worker,
TREND Networks Ltd,High Wycombe,,Worker (A rating),Skilled Worker,
Trend Technologies Limited,Swindon,,Worker (A rating),Skilled Worker,
Trend Technologies Scotland Limited,Glenrothes,Fife,Worker (A rating),Skilled Worker,
Trent AI Limited,Cambridge,,Worker (A rating),Skilled Worker,
TREVONIX TECHNOLOGIES LIMITED,Purley,,Worker (A rating),Skilled Worker,
Tribe Group Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tribe Group Digital Limited,London,,Worker (A rating),Skilled Worker,
Tricon Infotech UK Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tricon Infotech UK Limited,Reading,,Worker (A rating),Skilled Worker,
Trident Technologies Limited,London,,Worker (A rating),Skilled Worker,
TRILLIANT NETWORKS (UK) LTD,Windsor,,Worker (A rating),Skilled Worker,
TRILLIANT NETWORKS (UK) LTD,Windsor,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Trillium Flow Technologies Holdco Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Trillium Flow Technologies Holdco Limited,London,,Worker (A rating),Skilled Worker,
Trio Motion Technology Limited,Tewkesbury,,Worker (A rating),Skilled Worker,
Trio Motion Technology Limited,Tewkesbury,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
TRITON SOFTWARE LTD,Oldmeldrum,,Worker (A rating),Skilled Worker,
True Digital Ltd,Bristol,,Worker (A rating),Skilled Worker,
TRUELOGIC SOFTWARE LIMITED,Wakefield,,Worker (A rating),Skilled Worker,
Trumeter Technologies Ltd,Bury,,Worker (A rating),Skilled Worker,
Trumpet Software Limited,London,London,Worker (A rating),Skilled Worker,
Trusted Data Solutions UK Ltd,Nantgarw,,Worker (A rating),Skilled Worker,
Trusted Technology Limited,Nottingham,,Worker (A rating),Skilled Worker,
Trustly Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Tryambakam Digital Ltd,Bristol,,Worker (A rating),Skilled Worker,
TSIT DIGITAL TECHNOLOGIES PRIVATE LTD,London,,Worker (A rating),Skilled Worker,
Tufin Software Europe Limited,Reading,,Worker (A rating),Skilled Worker,
Tufin Software Europe Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Turbine Simulated Cell Technologies Limited,Cambridge,Cambridgeshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Turbine Simulated Cell Technologies Limited,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,
Turing Intelligence Technology Limited,London,,Worker (A rating),Skilled Worker,
TVA Technology Ltd t/a Electricshop,Potters Bar,Herts,Worker (A rating),Skilled Worker,
TVision Technology Ltd,Woking,Surrey,Worker (A rating),Skilled Worker,
Twaraa Technology and Services Limited,Stanmore,,Worker (A rating),Skilled Worker,
Twelve Oaks Software Ltd,York,North Yorkshire,Worker (A rating),Skilled Worker,
Twenty20 Software Limited,Horsham,West Sussex,Worker (A rating),Skilled Worker,
TWIRL TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
Tyfer Networks Ltd,Enniskillen,Fermanagh,Worker (A rating),Skilled Worker,
Tymphany Acoustic Technology (UK) Limited,Bridgend,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Tymphany Acoustic Technology (UK) Limited,Bridgend,,Worker (A rating),Skilled Worker,
UBIETY Technologies Limited,Ely,Cambridgeshire,Worker (A rating),Skilled Worker,
UBIQUE DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
UD Software Solutions Group Limited,Manchester,,Worker (A rating),Skilled Worker,
UIC Digital Ltd,London,,Worker (A rating),Skilled Worker,
UK CLOUD CONSULTING LTD,Reading,Berkshire,Worker (A rating),Skilled Worker,
UK COLLEGE OF BUSINESS AND COMPUTING LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
UK COLLEGE OF BUSINESS AND COMPUTING LTD,London,,Worker (A rating),Skilled Worker,
UK DIGITAL SERVICES LTD,Crawley,West Sussex,Worker (A rating),Skilled Worker,
UK Gas Technologies Limited,Redhill,Surrey,Worker (A rating),Skilled Worker,
UK INTIS TELECOM LTD,London,Greater London,Worker (A rating),Skilled Worker,
"UK ORANGE MAGIC CUBE INFORMATION TECHNOLOGY CO., LTD",Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
UK Power Networks (Operations) Ltd,London,,Worker (A rating),Skilled Worker,
UK&I CYBER RANGES ltd,Manchester,,Worker (A rating),Skilled Worker,
UK100 Cities Network Limited,London,,Worker (A rating),Skilled Worker,
UKG Technology Limited,Bracknell,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
UKG Technology Limited,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
ULLA TECHNOLOGY LTD,London,,Worker (A rating),Skilled Worker,
ULTRA INTELLECT TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
Ultraviolet Cyber (UK) Limited,London,,Worker (A rating),Skilled Worker,
ULTRON TECHNOLOGIES LTD,BIRMINGHAM,,Worker (A rating),Skilled Worker,
UMF TECHNOLOGY CONSULTING LTD,Staines-Upon Thames,,Worker (A rating),Skilled Worker,
Umi Digital Solutions Ltd,London,,Worker (A rating),Skilled Worker,
Unboring Digital Ltd.,London,,Worker (A rating),Skilled Worker,
Under One Cloud Consultancy Ltd,Worthing,West Sussex,Worker (A rating),Skilled Worker,
Uniphore Technologies UK Limited,Bradmore,Nottinghamshire,Worker (A rating),Skilled Worker,
Uniq Technology Ltd,Southanpton,Hampshire,Worker (A rating),Skilled Worker,
Unique Care Network Limited,"Smethwick,",West Midlands,Worker (A rating),Skilled Worker,
Unique Digital Marketing Limited T/A syzygy,London,,Worker (A rating),Skilled Worker,
UNISON SOFTWARE AND CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,
Unit4 Business Software Ltd,Harrogate,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Unit4 Business Software Ltd,Harrogate,,Worker (A rating),Skilled Worker,
Unitive Technologies Limited,London,England,Worker (A rating),Skilled Worker,
Unity Software Limited,Brighton,Brighton and Hove,Worker (A rating),Skilled Worker,
Unity Software Limited,Brighton,Brighton and Hove,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
UNIVERON TECHNOLOGIES LIMITED,Luton,,Worker (A rating),Skilled Worker,
Unravel Technologies Limited,London,,Worker (A rating),Skilled Worker,
UNSTOPPABLES DIGITAL MEDIA LTD,London,,Worker (A rating),Skilled Worker,
Unusual Technologies Ltd,Brighton,,Worker (A rating),Skilled Worker,
Updraft WP Software Ltd,Newport,,Worker (A rating),Skilled Worker,
UPLAND SOFTWARE UK LIMITED,London,,Worker (A rating),Skilled Worker,
UPROOT TECHNOLOGIES LTD,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Upsolve AI,London,,Worker (A rating),Skilled Worker,
Uptick Software UK Limited,London,,Worker (A rating),Skilled Worker,
URBACON TECHNOLOGIES & SERVICES LTD,Dartford,,Worker (A rating),Skilled Worker,
USS TECHNOLOGIES LIMITED,Slough,Berkshire,Worker (A rating),Skilled Worker,
UTILITY DATA INTELLIGENCE LTD,London,,Worker (A rating),Skilled Worker,
UV Software Limited,Cambridge,,Worker (A rating),Skilled Worker,
V-Square Technologies Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,
VA TECHNOLOGY LTD,Telford,Shropshire,Worker (A rating),Skilled Worker,
Vagabond Digital,MANCHESTER,Manchester,Worker (A rating),Skilled Worker,
Valarian Technologies Limited,London,,Worker (A rating),Skilled Worker,
Validation Network Limited,Swindon,,Worker (A rating),Skilled Worker,
Vandana Technologies Pvt Ltd,Staines upon Thames,Surrey,Worker (A rating),Skilled Worker,
